Resume ID,Resume Text,Education,Experience Years,Skills,Job Role,Category
R006262,"Education: Bachelor's in Engineering Experience: 2 years Skills: Ansible, Statistical Analysis, Mobile UI/UX, Docker, Leadership, Problem Solving, Process Improvement, Quality Management",Bachelor's in Engineering,2,Ansible|Statistical Analysis|Mobile UI/UX|Docker|Leadership|Problem Solving|Process Improvement|Quality Management|Compliance,Quality Assurance Manager,Operations & Supply Chain
R006263,"Education: Associate in Law Experience: 4 years Skills: Time Management, Document Preparation, Business Acumen, Organization, Legal Research, Legal Knowledge, Communication, Attention to Detail",Associate in Law,4,Time Management|Document Preparation|Business Acumen|Organization|Legal Research|Legal Knowledge|Communication|Attention to Detail,Paralegal,Legal Services
R006264,"Education: Bachelor's in Business Experience: 4 years Skills: Communication, Market Analysis, Networking, Marketing, Negotiation, Kotlin, Business Development Strategy, Sales",Bachelor's in Business,4,Communication|Market Analysis|Networking|Marketing|Negotiation|Kotlin|Business Development Strategy|Sales|Flask|Database Design,Business Development Manager,Marketing & Sales
R006265,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Problem Solving, Ruby, HTML/CSS, Ruby on Rails, SQL, Kanban, API Development, Web Accessibility",Bachelor's in Computer Science,2,Problem Solving|Ruby|HTML/CSS|Ruby on Rails|SQL|Kanban|API Development|Web Accessibility,Ruby Developer,Technology
R006266,"Education: High School Experience: 0 years Skills: Content Creation, Communication, P&L Management, MongoDB, Analytics, Creativity, Teamwork, Ansible",High School,0,Content Creation|Communication|P&L Management|MongoDB|Analytics|Creativity|Teamwork|Ansible|Photography/Videography|Social Media,Social Media Content Creator,Media Production
R006267,"Education: Bootcamp Experience: 0 years Skills: React, Oracle, CloudFormation, API Integration, HTML, JavaScript, Mobile UI/UX, CSS",Bootcamp,0,React|Oracle|CloudFormation|API Integration|HTML|JavaScript|Mobile UI/UX|CSS|Python|Redux,React Developer,Technology
R006268,"Education: Compliance Certification Experience: 2 years Skills: Regulations, Risk Management, Documentation, PHP, Communication, Sales, Compliance, Auditing",Compliance Certification,2,Regulations|Risk Management|Documentation|PHP|Communication|Sales|Compliance|Auditing,Compliance Officer,Technology
R006269,"Education: Master's in Archival Science Experience: 1 years Skills: Mentoring, Problem Solving, Jupyter, Research, Archives Management, Documentation, HTML, Preservation",Master's in Archival Science,1,Mentoring|Problem Solving|Jupyter|Research|Archives Management|Documentation|HTML|Preservation|Organization,Archivist,Information Services
R006270,"Education: Bachelor's in Environmental Science Experience: 0 years Skills: Scikit-learn, Public Safety, Conservation, Communication, Outdoor Skills, Android, Problem Solving, R",Bachelor's in Environmental Science,0,Scikit-learn|Public Safety|Conservation|Communication|Outdoor Skills|Android|Problem Solving|R|Environmental Knowledge,Park Ranger,Conservation
R006271,"Education: High School Experience: 1 years Skills: CloudFormation, Problem Solving, Communication, Azure, Performance Metrics, Team Management, Technical Writing, Leadership",High School,1,CloudFormation|Problem Solving|Communication|Azure|Performance Metrics|Team Management|Technical Writing|Leadership|Customer Service|Oracle|NumPy,Call Center Manager,Sales & Customer Service
R006272,"Education: Web Design Certification Experience: 0 years Skills: Responsive Design, Problem Solving, HTML/CSS, Adobe Creative Suite, Design Tools, User Experience, Creativity, CI/CD",Web Design Certification,0,Responsive Design|Problem Solving|HTML/CSS|Adobe Creative Suite|Design Tools|User Experience|Creativity|CI/CD|Web Design,Web Designer,Creative & Design
R006273,"Education: Bachelor's in IT Experience: 1 years Skills: Database Management, Website Management, Troubleshooting, HTML/CSS, Server Administration, Figma, Cassandra, CMS",Bachelor's in IT,1,Database Management|Website Management|Troubleshooting|HTML/CSS|Server Administration|Figma|Cassandra|CMS,Website Administrator,Technology
R006274,"Education: Master's in Law Experience: 3 years Skills: Privacy Law, Mobile Security, SQL, Compliance, Risk Management, GDPR, Strategic Planning, Communication",Master's in Law,3,Privacy Law|Mobile Security|SQL|Compliance|Risk Management|GDPR|Strategic Planning|Communication,Privacy Officer,Technology
R006275,"Education: Master's in Conservation Experience: 4 years Skills: Docker, Conservation, Technical Skills, Restoration, Kubernetes, Precision, Research, Problem Solving",Master's in Conservation,4,Docker|Conservation|Technical Skills|Restoration|Kubernetes|Precision|Research|Problem Solving,Conservator,Arts & Culture
R006276,"Education: Management Experience Experience: 3 years Skills: Customer Service, Restaurant Management, Staff Management, Perl, Leadership, Communication, Jira, Financial Management",Management Experience,3,Customer Service|Restaurant Management|Staff Management|Perl|Leadership|Communication|Jira|Financial Management,Restaurant Manager,Agriculture & Food
R006277,"Education: Broadcasting Experience: 1 years Skills: Quick Thinking, Pronunciation, Communication, Wireframing, Critical Thinking, Serverless, Voice Skills, Public Speaking",Broadcasting,1,Quick Thinking|Pronunciation|Communication|Wireframing|Critical Thinking|Serverless|Voice Skills|Public Speaking|Go|Professionalism,Announcer,Media & Entertainment
R006278,"Education: Bachelor's in IT Experience: 1 years Skills: Jupyter, Enterprise Systems, Critical Thinking, SQL, SAP, Docker, Problem Solving, Configuration",Bachelor's in IT,1,Jupyter|Enterprise Systems|Critical Thinking|SQL|SAP|Docker|Problem Solving|Configuration|ABAP|Penetration Testing,SAP Developer,Technology
R006279,"Education: Bachelor's in Computer Science Experience: 1 years Skills: TypeScript, Node.js, Scikit-learn, Type Safety, Financial Analysis, JavaScript, Jupyter, Problem Solving",Bachelor's in Computer Science,1,TypeScript|Node.js|Scikit-learn|Type Safety|Financial Analysis|JavaScript|Jupyter|Problem Solving|Object-Oriented Design,TypeScript Developer,Technology
R006280,"Education: Salesforce Certification Experience: 5 years Skills: Adobe Creative Suite, Teamwork, Apex, CRM, Mobile UI/UX, Salesforce, VisualForce, Graphic Design",Salesforce Certification,5,Adobe Creative Suite|Teamwork|Apex|CRM|Mobile UI/UX|Salesforce|VisualForce|Graphic Design|Lightning|Problem Solving,Salesforce Developer,Technology
R006281,"Education: Bachelor's in Computer Science Experience: 1 years Skills: Java, Maven, Spring Boot, Microservices, Flask, SQL, AWS, Database Design",Bachelor's in Computer Science,1,Java|Maven|Spring Boot|Microservices|Flask|SQL|AWS|Database Design|REST API,Java Backend Developer,Technology
R006282,"Education: Bachelor's in Clinical Laboratory Science Experience: 0 years Skills: HTML, Equipment Maintenance, GraphQL, Safety, Data Analysis, Attention to Detail, Laboratory Analysis, Scrum",Bachelor's in Clinical Laboratory Science,0,HTML|Equipment Maintenance|GraphQL|Safety|Data Analysis|Attention to Detail|Laboratory Analysis|Scrum|Adobe Creative Suite|Quality Control,Clinical Lab Scientist,Healthcare
R006283,"Education: Trade School Experience: 4 years Skills: MySQL, Hand Tools, Technical Skills, Safety, Problem Solving, Encryption, Carpentry, Cassandra",Trade School,4,MySQL|Hand Tools|Technical Skills|Safety|Problem Solving|Encryption|Carpentry|Cassandra|Precision,Carpenter,Skilled Trades
R006284,"Education: Design Knowledge Experience: 2 years Skills: User Experience, Customer Service, Arrangement, iOS, Visual Design, Leadership, Lighting, Sales",Design Knowledge,2,User Experience|Customer Service|Arrangement|iOS|Visual Design|Leadership|Lighting|Sales|Creativity|Query Optimization,Visual Merchandiser,Retail & Hospitality
R006285,"Education: High School Experience: 3 years Skills: Driving, Customer Service, Responsibility, iOS, Route Knowledge, Ruby, REST API, Safety",High School,3,Driving|Customer Service|Responsibility|iOS|Route Knowledge|Ruby|REST API|Safety|Mobile UI/UX|Problem Solving,Bus Driver,Transportation
R006286,"Education: MBA Experience: 12 years Skills: Azure, Business Acumen, Vision, Strategic Leadership, TypeScript, CSS, Communication, Executive Management",MBA,12,Azure|Business Acumen|Vision|Strategic Leadership|TypeScript|CSS|Communication|Executive Management|Decision Making,Chief Executive Officer,Private Sector Management
R006287,"Education: Bachelor's in Safety Engineering Experience: 5 years Skills: Regulatory Knowledge, Safety Management, Problem Solving, Leadership, Communication, Agile, Machine Learning, Risk Assessment",Bachelor's in Safety Engineering,5,Regulatory Knowledge|Safety Management|Problem Solving|Leadership|Communication|Agile|Machine Learning|Risk Assessment,Safety Engineer,Energy & Utilities
R006288,"Education: Bachelor's in Computer Science Experience: 4 years Skills: Spring Boot, Maven, Microservices, SQL, Business Acumen, Java, Power BI, Tableau",Bachelor's in Computer Science,4,Spring Boot|Maven|Microservices|SQL|Business Acumen|Java|Power BI|Tableau|REST API,Java Backend Developer,Technology
R006289,"Education: Bachelor's in Computer Science Experience: 3 years Skills: Distributed Computing, Python, Apache Spark, Network Security, Node.js, SQL, Scala, Rust",Bachelor's in Computer Science,3,Distributed Computing|Python|Apache Spark|Network Security|Node.js|SQL|Scala|Rust|Leadership|Big Data|Django,Spark Developer,Data & Analytics
R006290,"Education: Bachelor's in Environmental Science Experience: 0 years Skills: Conservation, Android, Law Enforcement, Scikit-learn, Environmental Knowledge, Communication, Problem Solving, NumPy",Bachelor's in Environmental Science,0,Conservation|Android|Law Enforcement|Scikit-learn|Environmental Knowledge|Communication|Problem Solving|NumPy|Kanban|Safety,Conservation Officer,Conservation
R006291,"Education: Broadcasting Experience: 1 years Skills: Communication, Voice Skills, Public Speaking, Compliance, Professionalism, Pronunciation, Strategic Planning, Quick Thinking",Broadcasting,1,Communication|Voice Skills|Public Speaking|Compliance|Professionalism|Pronunciation|Strategic Planning|Quick Thinking,Announcer,Media & Entertainment
R006292,"Education: Master's in Business Experience: 5 years Skills: Market Analysis, Sales, Networking, Adobe Creative Suite, Negotiation, Communication, Penetration Testing, Business Development Strategy",Master's in Business,5,Market Analysis|Sales|Networking|Adobe Creative Suite|Negotiation|Communication|Penetration Testing|Business Development Strategy|TensorFlow|GraphQL,Business Development Manager,Marketing & Sales
R006293,"Education: Blockchain Certification Experience: 1 years Skills: Python, Adaptability, React Native, Tableau, Solidity, Problem Solving, Smart Contracts, Cryptocurrency",Blockchain Certification,1,Python|Adaptability|React Native|Tableau|Solidity|Problem Solving|Smart Contracts|Cryptocurrency|JavaScript|Blockchain Technology,Blockchain Developer,Technology
R006294,"Education: Bachelor's in Operations Experience: 5 years Skills: Decision Making, SQL, Problem Solving, Quality Control, Production Planning, Safety, Equipment Maintenance, CI/CD",Bachelor's in Operations,5,Decision Making|SQL|Problem Solving|Quality Control|Production Planning|Safety|Equipment Maintenance|CI/CD|Staff Management,Production Manager,Operations & Supply Chain
R006295,"Education: Bachelor's in Nursing Experience: 3 years Skills: Network Security, Clinical Skills, Patient Monitoring, Query Optimization, Swift, Medical Records, Nursing Care, Critical Thinking",Bachelor's in Nursing,3,Network Security|Clinical Skills|Patient Monitoring|Query Optimization|Swift|Medical Records|Nursing Care|Critical Thinking|JavaScript|Communication,Registered Nurse,Healthcare
R006296,"Education: Diploma in IT Experience: 5 years Skills: TypeScript, HTML/CSS, Database, Jupyter, Jira, Node.js, P&L Management, JavaScript",Diploma in IT,5,TypeScript|HTML/CSS|Database|Jupyter|Jira|Node.js|P&L Management|JavaScript|React|Git|Go,Full Stack Developer,Technology
R006297,"Education: Bachelor's in Business Experience: 2 years Skills: Market Research, Product Strategy, MongoDB, Prototyping, Creativity, Statistics, Microservices, Campaign Management",Bachelor's in Business,2,Market Research|Product Strategy|MongoDB|Prototyping|Creativity|Statistics|Microservices|Campaign Management|Messaging|Analytics|Positioning,Product Marketing Manager,Marketing & Sales
R006298,"Education: Bachelor's in Computer Science Experience: 5 years Skills: HDFS, Big Data, Hadoop, Distributed Computing, Security Architecture, MapReduce, Java, Jupyter",Bachelor's in Computer Science,5,HDFS|Big Data|Hadoop|Distributed Computing|Security Architecture|MapReduce|Java|Jupyter,Hadoop Developer,Data & Analytics
R006299,"Education: Diploma in IT Experience: 1 years Skills: Vue.js, Market Research, Graphic Design, React, SEO, CSS, HTML, JavaScript",Diploma in IT,1,Vue.js|Market Research|Graphic Design|React|SEO|CSS|HTML|JavaScript|Database Design|UI/UX Design|Business Acumen,Frontend Developer,Technology
